incident_i,engine_area_c,exposure_c,incident_type_c,property_use_c,detector_c,structure_stat_c,cinjury_c,cfatal_c,finjury_c,ffatal_c,call_month_c,call_day_c,call_hour_c,dispatch_n,arrival_n,clear_n
10241,32,0,745,1,0,0,0,0,0,0,7,16,15,123,862,865
10242,60,0,112,1,0,4,0,0,0,0,7,16,15,147,432,791
10243,60,0,130,7,0,0,0,0,0,0,7,16,15,55,402,1254
10244,30,0,745,24,0,0,0,0,0,0,7,16,16,133,566,752
10245,44,0,480,1,0,0,0,0,0,0,7,16,16,78,340,445
10246,27,0,141,9,0,0,0,0,0,0,7,16,16,125,786,1210
10247,46,0,444,17,0,0,0,0,0,0,7,16,16,93,507,1597
10248,1,0,745,2,0,0,0,0,0,0,7,16,16,103,370,409
10249,55,0,444,6,0,0,0,0,0,0,7,16,17,171,454,1027
10250,60,0,118,1,3,0,0,0,0,0,7,16,18,86,269,572
10251,41,0,700,6,0,0,0,0,0,0,7,16,18,181,324,449
10252,9,0,151,35,0,0,0,0,0,0,7,16,18,85,413,892
10253,34,0,118,1,3,0,0,0,0,0,7,16,19,157,342,905
10254,32,0,444,1,0,0,0,0,0,0,7,16,19,251,661,1373
10255,52,0,622,36,0,0,0,0,0,0,7,16,20,247,461,571
10256,59,0,700,1,0,0,0,0,0,0,7,16,21,40,198,208
10257,17,0,700,1,0,0,0,0,0,0,7,16,21,68,407,452
10258,44,0,651,1,0,0,0,0,0,0,7,16,21,144,406,902
10259,41,0,700,6,0,0,0,0,0,0,7,16,21,136,289,363
10260,54,0,151,1,0,0,0,0,0,0,7,16,21,68,414,464
10261,40,0,130,6,0,0,0,0,0,0,7,16,21,70,390,1125
10262,58,0,700,1,0,0,0,0,0,0,7,16,21,127,319,401
10263,34,1,111,1,0,4,0,0,0,0,7,16,22,0,207,8067
10264,34,0,111,1,0,4,0,0,0,0,7,16,22,188,363,7527
10265,34,0,111,1,0,4,0,0,0,0,7,16,22,0,207,8067
10266,52,0,411,1,0,0,0,0,0,0,7,16,22,143,416,782
10267,41,0,130,6,0,0,0,0,0,0,7,16,22,80,264,902
10268,57,0,745,1,0,0,0,0,0,0,7,16,23,75,297,382
10269,41,0,130,7,0,0,0,0,0,0,7,16,23,100,348,1263
10270,1,0,651,9,0,0,0,0,0,0,7,17,0,79,430,445
10271,55,0,700,1,0,0,0,0,0,0,7,17,0,137,468,603
10272,55,0,118,1,3,0,0,0,0,0,7,17,0,78,394,789
10273,34,0,111,1,0,4,0,0,1,0,7,17,1,109,312,7640
10274,34,1,111,1,0,4,0,0,0,0,7,17,1,0,461,7601
10275,58,0,700,1,0,0,0,0,0,0,7,17,1,86,425,583
10276,46,0,111,1,0,2,0,0,0,0,7,17,1,87,326,2276
10277,53,0,111,1,0,1,0,0,0,0,7,17,1,78,313,2314
10278,42,0,700,0,0,0,0,0,0,0,7,17,2,105,708,1116
10279,17,0,700,0,0,0,0,0,0,0,7,17,2,168,480,1810
10280,57,0,111,1,0,2,0,0,0,0,7,17,2,219,530,3409
10281,57,0,411,25,0,0,0,0,0,0,7,17,3,24,447,1196
10282,60,0,710,7,0,0,0,0,0,0,7,17,4,76,360,429
10283,60,0,700,6,0,0,0,0,0,0,7,17,4,61,284,309
10284,59,0,111,9,0,0,0,0,0,0,7,17,7,126,517,750
10285,34,0,111,1,0,4,0,0,0,0,7,17,7,92,416,1503
10286,27,0,130,22,0,0,0,0,0,0,7,17,7,101,657,1300
10287,48,0,700,1,0,0,0,0,0,0,7,17,8,155,618,751
10288,1,0,411,25,0,0,0,0,0,0,7,17,8,251,987,14168
10289,30,0,540,1,0,0,0,0,0,0,7,17,9,22,340,1115
10290,40,0,411,25,0,0,0,0,0,0,7,17,9,79,509,1471
10291,53,0,411,9,0,0,0,0,0,0,7,17,10,244,655,841
10292,58,0,111,1,0,1,0,0,0,0,7,17,10,95,374,4070
10293,55,0,551,1,0,0,0,0,0,0,7,17,11,68,453,664
10294,51,0,445,1,0,0,0,0,0,0,7,17,11,169,619,929
10295,60,0,721,7,0,0,0,0,0,0,7,17,11,176,451,2229
10296,54,0,551,1,0,0,0,0,0,0,7,17,12,90,576,922
10297,33,0,130,14,0,0,0,0,0,0,7,17,12,118,351,2665
10298,34,0,700,5,0,0,0,0,0,0,7,17,12,200,448,567
10299,54,0,150,8,0,0,0,0,0,0,7,17,12,171,878,883
10300,34,0,600,1,0,0,0,0,0,0,7,17,12,197,388,539
10301,30,0,130,9,0,0,0,0,0,0,7,17,12,38,504,1225
10302,56,0,600,6,0,0,0,0,0,0,7,17,14,32,282,1205
10303,9,0,600,0,0,0,0,0,0,0,7,17,14,211,432,449
10304,1,0,700,25,0,0,0,0,0,0,7,17,14,318,746,1839
10305,34,0,700,0,0,0,0,0,0,0,7,17,14,172,410,603
10306,51,0,111,1,0,1,0,0,0,0,7,17,16,194,555,822
10307,27,0,600,3,0,0,0,0,0,0,7,17,16,119,429,667
10308,58,0,111,1,0,5,0,0,0,0,7,17,16,53,255,2679
10309,60,0,445,1,0,0,0,0,0,0,7,17,16,98,543,955
10310,33,0,600,13,0,0,0,0,0,0,7,17,17,91,427,884
10311,55,0,700,6,0,0,0,0,0,0,7,17,17,114,341,371
10312,39,0,600,1,0,0,0,0,0,0,7,17,17,174,333,1073
10313,59,0,745,1,0,0,0,0,0,0,7,17,17,115,596,660
10314,1,0,730,82,0,0,0,0,0,0,7,17,18,44,519,1847
10315,33,0,700,42,0,0,0,0,0,0,7,17,18,97,349,822
10316,30,0,745,1,0,0,0,0,0,0,7,17,19,130,459,474
10317,42,0,611,1,0,0,0,0,0,0,7,17,19,33,357,380
10318,17,0,745,1,0,0,0,0,0,0,7,17,20,80,410,471
10319,46,0,651,9,0,0,0,0,0,0,7,17,20,109,571,603
10320,52,0,143,13,0,0,0,0,0,0,7,17,20,193,405,823
10321,9,0,745,0,0,0,0,0,0,0,7,17,21,86,329,4748
10322,41,0,600,1,0,0,0,0,0,0,7,17,21,93,314,568
10323,55,0,700,51,0,0,0,0,0,0,7,17,21,8,383,693
10324,44,0,600,1,0,0,0,0,0,0,7,17,21,56,241,386
10325,40,0,600,1,0,0,0,0,0,0,7,17,22,289,601,625
10326,59,0,411,7,0,0,0,0,0,0,7,17,22,42,352,685
10327,58,0,745,17,0,0,0,0,0,0,7,17,23,104,343,492
10328,52,0,700,30,0,0,0,0,0,0,7,17,23,110,235,401
10329,34,0,243,13,0,0,0,0,0,0,7,17,23,217,569,851
10330,44,0,111,1,0,1,0,0,0,0,7,17,23,80,276,1367
10331,51,0,600,1,0,0,0,0,0,0,7,17,23,91,568,1789
10332,52,0,111,1,0,4,0,0,0,0,7,18,0,138,345,3168
10333,30,0,600,1,0,0,0,0,0,0,7,18,0,382,896,1333
10334,50,0,710,6,0,0,0,0,0,0,7,18,0,91,381,526
10335,34,0,700,1,0,0,0,0,0,0,7,18,0,120,347,554
10336,39,0,130,36,0,0,0,0,0,0,7,18,0,142,401,2976
10337,34,0,111,1,0,4,0,0,0,0,7,18,0,8,12,648
10338,60,0,151,6,0,0,0,0,0,0,7,18,0,104,438,807
10339,51,0,600,1,0,0,0,0,0,0,7,18,0,148,544,937
10340,55,0,113,1,1,0,0,0,0,0,7,18,0,115,441,2031
10341,39,0,130,1,0,0,0,0,0,0,7,18,1,57,332,2370
10342,60,0,700,6,0,0,0,0,0,0,7,18,2,82,432,443
10343,50,0,111,14,0,1,0,0,0,0,7,18,3,41,524,992
10344,60,0,151,6,0,0,0,0,0,0,7,18,3,86,470,1568
10345,50,0,111,14,0,1,0,0,0,0,7,18,4,101,679,1480
10346,34,0,111,1,0,4,0,0,0,0,7,18,4,95,385,1365
10347,60,0,111,27,0,2,0,0,0,0,7,18,5,129,462,1365
10348,9,0,111,1,0,2,0,0,0,0,7,18,5,102,430,6742
10349,39,0,111,1,0,1,0,0,0,0,7,18,6,125,518,3287
10350,52,0,445,15,0,0,0,0,0,0,7,18,6,178,0,0
10351,33,0,700,6,0,0,0,0,0,0,7,18,7,70,399,574
10352,40,0,600,25,0,0,0,0,0,0,7,18,8,50,536,812
10353,40,0,111,1,3,2,0,0,0,0,7,18,9,138,292,2718
10354,57,0,440,1,0,0,0,0,0,0,7,18,11,107,298,439
10355,27,0,745,33,0,0,0,0,0,0,7,18,11,81,423,452
10356,9,0,745,89,0,0,0,0,0,0,7,18,12,141,289,952
10357,41,0,151,1,0,0,0,0,0,0,7,18,13,65,263,7909
10358,27,0,444,1,0,0,0,0,0,0,7,18,13,56,460,2132
10359,30,0,600,1,0,0,0,0,0,0,7,18,13,48,368,419
10360,35,0,444,1,0,0,0,0,0,0,7,18,14,96,417,2826
10361,57,0,150,6,0,0,0,0,0,0,7,18,15,37,456,871
10362,59,0,100,1,0,0,0,0,0,0,7,18,16,99,294,3934
10363,54,0,111,1,0,2,0,0,0,0,7,18,19,90,260,2811
10364,27,0,445,7,0,0,0,0,0,0,7,18,19,177,777,910
10365,17,0,700,10,0,0,0,0,0,0,7,18,19,125,722,1041
10366,41,0,150,1,0,0,0,0,0,0,7,18,19,65,361,1053
10367,9,0,445,17,0,0,0,0,0,0,7,18,20,213,412,993
10368,60,0,160,17,0,0,0,0,0,0,7,18,20,68,406,756
10369,59,0,721,0,0,0,0,0,0,0,7,18,21,130,1950,1993
10370,1,0,700,3,0,0,0,0,0,0,7,18,22,72,1054,1150
10371,54,0,600,6,0,0,0,0,0,0,7,18,22,28,266,5538
10372,55,0,745,9,0,0,0,0,0,0,7,18,22,126,821,827
10373,59,0,745,51,0,0,0,0,0,0,7,18,23,23,507,883
10374,17,0,600,25,0,0,0,0,0,0,7,18,23,178,489,798
10375,54,0,111,1,0,1,0,0,0,0,7,19,0,75,424,5155
10376,55,0,111,1,0,1,0,0,0,0,7,19,1,89,380,1034
10377,52,0,130,1,0,0,0,0,0,0,7,19,1,67,431,1421
10378,30,0,700,1,0,0,0,0,0,0,7,19,1,81,463,840
10379,27,0,111,0,0,4,0,0,0,0,7,19,1,83,378,4837
10380,39,0,411,6,0,0,0,0,0,0,7,19,2,52,518,1077
10381,58,0,111,1,0,1,0,0,0,0,7,19,2,88,312,2225
10382,50,0,111,20,0,2,0,0,0,0,7,19,3,196,535,5337
10383,39,0,111,1,0,3,0,0,0,0,7,19,3,76,338,3029
10384,42,0,745,9,0,0,0,0,0,0,7,19,3,83,620,626
10385,40,0,600,14,0,0,0,0,0,0,7,19,4,78,362,850
10386,44,0,130,6,0,0,0,0,0,0,7,19,5,66,372,1361
10387,35,0,700,25,0,0,0,0,0,0,7,19,6,190,721,808
10388,60,0,111,66,0,1,0,0,0,0,7,19,6,79,342,595
10389,53,0,745,1,0,0,0,0,0,0,7,19,7,81,385,443
10390,53,0,611,1,0,0,0,0,0,0,7,19,8,18,0,329
10391,60,0,111,1,0,2,0,0,0,0,7,19,8,52,333,2720
10392,52,0,444,3,0,0,0,0,0,0,7,19,9,81,405,1384
10393,35,0,412,0,0,0,0,0,0,0,7,19,10,95,494,2776
10394,60,0,111,1,0,4,0,0,0,0,7,19,11,48,313,2715
10395,51,0,130,40,0,0,0,0,0,0,7,19,12,56,632,1861
10396,51,0,111,1,0,1,0,0,0,0,7,19,13,52,311,9116
10397,30,0,745,1,0,0,0,0,0,0,7,19,13,67,304,460
10398,59,0,745,1,0,0,0,0,0,0,7,19,13,93,374,388
10399,1,0,600,55,0,0,0,0,0,0,7,19,14,57,251,498
10400,57,0,123,43,0,3,0,0,0,0,7,19,15,116,681,1012
10401,34,0,111,16,0,4,0,0,0,0,7,19,15,46,68,20000
10402,42,0,745,6,0,0,0,0,0,0,7,19,15,109,517,599
10403,1,0,130,35,0,0,0,0,0,0,7,19,15,52,391,7398
10404,34,0,151,8,0,0,0,0,0,0,7,19,16,175,714,948
10405,9,0,111,1,0,2,0,0,0,0,7,19,16,60,320,7533
10406,27,0,700,6,0,0,0,0,0,0,7,19,16,145,491,576
10407,55,0,551,98,0,0,0,0,0,0,7,19,17,123,215,716
10408,58,0,600,1,0,0,0,0,0,0,7,19,17,56,334,751
10409,51,0,600,6,0,0,0,0,0,0,7,19,17,112,428,1113
10410,54,0,600,1,0,0,0,0,0,0,7,19,17,35,0,184
10411,60,0,445,13,0,0,0,0,0,0,7,19,17,79,314,2125
10412,55,0,111,1,0,2,0,0,0,0,7,19,17,56,246,1679
10413,57,0,745,1,0,0,0,0,0,0,7,19,17,79,753,757
10414,1,0,551,35,0,0,0,0,0,0,7,19,17,24,427,6552
10415,34,0,440,1,0,0,0,0,0,0,7,19,18,83,695,805
10416,54,0,412,0,0,0,0,0,0,0,7,19,18,105,480,784
10417,59,0,111,1,0,2,0,0,0,0,7,19,19,65,240,2985
10418,59,0,745,1,0,0,0,0,0,0,7,19,19,70,609,728
10419,30,0,130,6,0,0,0,0,0,0,7,19,19,84,344,1796
10420,54,0,651,0,0,0,0,0,0,0,7,19,20,130,484,1099
10421,59,0,745,0,0,0,0,0,0,0,7,19,20,97,599,748
10422,34,0,445,6,0,0,0,0,0,0,7,19,21,77,297,810
10423,33,0,420,1,0,0,0,0,0,0,7,19,21,213,543,2448
10424,55,0,444,7,0,0,0,0,0,0,7,19,22,85,460,2126
10425,42,0,700,1,0,0,0,0,0,0,7,19,23,65,381,777
10426,48,0,700,25,0,0,0,0,0,0,7,20,0,114,729,1349
10427,51,0,700,1,0,0,0,0,0,0,7,20,0,108,441,615
10428,50,0,130,6,0,0,0,0,0,0,7,20,1,178,569,1341
10429,42,0,700,25,0,0,0,0,0,0,7,20,1,88,480,581
10430,17,0,600,7,0,0,0,0,0,0,7,20,1,142,251,256
10431,33,0,710,37,0,0,0,0,0,0,7,20,2,86,349,461
10432,60,0,130,1,0,0,0,0,0,0,7,20,2,90,456,854
10433,30,0,130,6,0,0,0,0,0,0,7,20,2,170,626,1846
10434,58,0,111,1,0,1,0,0,0,0,7,20,3,121,406,3656
10435,55,0,141,70,0,0,0,0,0,0,7,20,3,138,467,539
10436,51,0,444,1,0,0,0,0,0,0,7,20,3,95,551,952
10437,9,0,745,22,0,0,0,0,0,0,7,20,4,192,671,987
10438,60,0,700,1,0,0,0,0,0,0,7,20,4,140,407,550
10439,34,0,111,15,0,4,0,0,0,0,7,20,5,172,461,3466
10440,27,0,745,26,0,0,0,0,0,0,7,20,6,103,710,713
10441,42,0,700,6,0,0,0,0,0,0,7,20,6,66,493,732
10442,60,0,445,7,0,0,0,0,0,0,7,20,8,186,645,1160
10443,34,0,111,15,0,4,0,0,0,0,7,20,9,146,447,3530
10444,44,0,745,41,0,0,0,0,0,0,7,20,9,75,171,431
10445,55,0,700,1,0,0,0,0,0,0,7,20,10,103,572,619
10446,57,0,111,1,0,1,0,0,0,0,7,20,11,73,289,2883
10447,27,0,700,22,0,0,0,0,0,0,7,20,12,127,867,876
10448,51,0,600,0,0,0,0,0,0,0,7,20,12,233,495,662
10449,56,0,740,22,0,0,0,0,0,0,7,20,12,202,625,739
10450,40,0,113,0,3,0,0,0,0,0,7,20,12,18,301,657
10451,54,0,113,0,3,0,0,0,0,0,7,20,13,81,330,1036
10452,17,0,700,28,0,0,0,0,0,0,7,20,13,166,555,784
10453,17,0,745,41,0,0,0,0,0,0,7,20,14,63,599,603
10454,17,0,118,102,1,0,0,0,0,0,7,20,14,103,371,1463
10455,52,0,444,1,0,0,0,0,0,0,7,20,14,145,371,451
10456,34,0,111,15,0,4,0,0,0,0,7,20,15,111,349,2728
10457,52,0,700,7,0,0,0,0,0,0,7,20,15,81,443,502
10458,17,0,700,1,0,0,0,0,0,0,7,20,15,366,747,806
10459,9,0,700,41,0,0,0,0,0,0,7,20,17,130,0,540
10460,1,0,745,57,0,0,0,0,0,0,7,20,17,284,582,1017
10461,9,0,150,121,0,0,0,0,0,0,7,20,17,94,815,1005
10462,57,0,600,25,0,0,0,0,0,0,7,20,17,113,375,489
10463,59,0,150,25,0,0,0,0,0,0,7,20,17,178,215,224
10464,60,0,600,1,0,0,0,0,0,0,7,20,18,95,392,492
10465,9,0,745,0,0,0,0,0,0,0,7,20,18,88,418,1206
10466,41,0,111,1,0,2,0,0,0,0,7,20,19,86,372,7157
10467,9,0,651,3,0,0,0,0,0,0,7,20,19,188,2316,2324
10468,29,1,111,1,0,2,0,0,1,0,7,20,20,126,156,9575
10469,29,1,111,1,0,2,0,0,0,0,7,20,20,0,699,5019
10470,50,0,130,6,0,0,0,0,0,0,7,20,20,89,314,1246
10471,52,0,700,1,0,0,0,0,0,0,7,20,21,115,344,937
10472,57,0,651,1,0,0,0,0,0,0,7,20,21,239,487,750
10473,60,0,111,1,0,2,0,0,0,0,7,20,21,61,290,3076
10474,50,0,151,6,0,0,0,0,0,0,7,20,21,212,470,1192
10475,50,0,150,13,0,0,0,0,0,0,7,20,22,4,7,37
10476,50,0,150,6,0,0,0,0,0,0,7,20,22,93,516,1044
10477,52,0,151,1,0,0,0,0,0,0,7,20,23,125,484,521
10478,56,0,151,1,0,0,0,0,0,0,7,20,23,171,332,906
10479,52,0,700,3,0,0,0,0,0,0,7,20,23,172,508,524
10480,34,0,700,6,0,0,0,0,0,0,7,20,23,191,586,977
10481,52,0,111,1,0,2,0,0,0,0,7,20,23,83,313,1189
10482,32,0,411,9,0,0,0,0,0,0,7,21,0,99,542,1240
10483,56,0,111,9,0,0,0,0,0,0,7,21,0,193,505,1405
10484,39,0,611,1,0,0,0,0,0,0,7,21,0,25,340,511
10485,51,0,130,6,0,0,0,0,0,0,7,21,1,94,540,2208
10486,32,0,111,18,0,1,0,0,0,0,7,21,2,90,367,3381
10487,39,0,413,7,0,0,0,0,0,0,7,21,3,60,418,2432
10488,57,0,160,7,0,0,0,0,0,0,7,21,4,148,453,1013
10489,44,0,111,1,0,1,0,0,0,0,7,21,4,76,273,3870
10490,34,0,150,22,0,0,0,0,0,0,7,21,5,124,408,2143
10491,55,0,130,6,0,0,0,0,0,0,7,21,6,64,406,1153
10492,32,0,111,9,0,0,1,0,0,0,7,21,6,297,854,1227
10493,35,0,111,1,0,3,0,0,0,0,7,21,6,137,331,9899
10494,42,0,600,7,0,0,0,0,0,0,7,21,8,73,323,1275
10495,60,0,600,39,0,0,0,0,0,0,7,21,9,188,643,1028
10496,57,0,700,17,0,0,0,0,0,0,7,21,9,64,426,551
10497,39,0,700,0,0,0,0,0,0,0,7,21,9,89,319,905
10498,52,0,111,15,0,5,0,0,0,0,7,21,9,98,499,2222
10499,42,0,600,20,0,0,0,0,0,0,7,21,10,105,505,910
10500,55,0,143,13,0,0,0,0,0,0,7,21,11,122,749,1322
10501,59,0,600,1,0,0,0,0,0,0,7,21,11,83,275,348
10502,32,0,551,1,0,0,0,0,0,0,7,21,12,14,519,1688
10503,9,0,745,50,0,0,0,0,0,0,7,21,13,117,368,428
10504,46,0,130,7,0,0,0,0,0,0,7,21,13,85,367,1709
10505,55,0,745,9,0,0,0,0,0,0,7,21,13,81,565,633
10506,57,0,130,25,0,0,0,0,0,0,7,21,13,169,228,2449
10507,53,0,130,9,0,0,0,0,0,0,7,21,13,71,0,175
10508,9,0,411,6,0,0,0,0,0,0,7,21,13,175,925,1182
10509,46,0,700,8,0,0,0,0,0,0,7,21,14,92,390,521
10510,51,1,111,1,0,5,0,0,0,0,7,21,14,0,203,7403
10511,51,0,111,1,0,2,0,0,0,0,7,21,14,62,335,7295
10512,51,1,111,1,0,5,0,0,0,0,7,21,14,0,203,7163
10513,51,0,143,13,0,0,0,0,0,0,7,21,14,80,690,1009
10514,35,0,151,6,0,0,0,0,0,0,7,21,15,77,412,666
10515,32,0,551,18,0,0,0,0,0,0,7,21,16,30,409,3429
10516,55,0,111,1,0,2,0,0,0,0,7,21,17,129,707,3399
10517,60,0,118,51,1,0,0,0,0,0,7,21,17,209,535,968
10518,35,0,111,1,0,2,0,0,0,0,7,21,17,159,446,1975
10519,51,0,444,1,0,0,0,0,0,0,7,21,17,298,932,3166
10520,46,0,130,9,0,0,0,0,0,0,7,21,17,26,33,1942
10521,53,0,111,1,0,1,0,0,0,0,7,21,17,135,470,5346
10522,9,0,444,6,0,0,0,0,0,0,7,21,17,101,745,751
10523,55,0,745,2,0,0,0,0,0,0,7,21,18,294,860,976
10524,52,0,111,0,0,2,0,0,0,0,7,21,18,164,337,11909
10525,48,0,111,1,0,2,0,0,0,0,7,21,18,300,618,6451
10526,34,0,160,9,0,0,0,0,0,0,7,21,18,6,573,7600
10527,34,0,111,1,0,4,0,0,0,0,7,21,19,154,461,6648
10528,56,0,700,6,0,0,0,0,0,0,7,21,19,332,630,925
10529,27,0,700,25,0,0,0,0,0,0,7,21,19,472,784,1207
10530,53,0,111,1,0,1,0,0,0,0,7,21,19,202,446,4782
10531,60,0,600,6,0,0,0,0,0,0,7,21,19,59,408,608
10532,42,0,130,7,0,0,0,0,0,0,7,21,20,275,656,4647
10533,56,0,745,1,0,0,0,0,0,0,7,21,20,143,405,688
10534,1,0,745,41,0,0,0,0,0,0,7,21,20,95,736,1036
10535,17,0,600,31,0,0,0,0,0,0,7,21,21,565,918,1033
10536,32,0,111,9,0,0,0,0,0,0,7,21,21,221,568,2837
10537,54,0,600,6,0,0,0,0,0,0,7,21,21,140,371,601
10538,55,0,600,0,0,0,0,0,0,0,7,21,21,87,359,524
10539,33,0,143,9,0,0,0,0,0,0,7,21,22,114,438,1125
10540,52,0,745,1,0,0,0,0,0,0,7,21,22,132,572,581
10541,39,0,700,1,0,0,0,0,0,0,7,21,22,128,314,540
10542,51,0,700,1,0,0,0,0,0,0,7,21,23,185,452,817
10543,53,0,142,1,0,0,0,0,0,0,7,21,23,103,356,772
10544,52,0,150,35,0,0,0,0,0,0,7,21,23,161,512,1645
10545,50,0,711,6,0,0,0,0,0,0,7,21,23,92,352,529
10546,41,0,111,1,0,6,0,0,0,0,7,21,23,84,335,2731
10547,50,0,711,6,0,0,0,0,0,0,7,21,23,108,305,719
10548,53,0,111,1,0,2,0,0,0,0,7,21,23,94,317,3755
10549,33,0,111,1,0,2,0,0,0,0,7,21,23,104,469,4293
10550,44,0,111,1,0,2,0,0,0,0,7,22,0,61,212,4311
10551,50,0,111,66,0,1,0,0,0,0,7,22,0,64,674,2093
10552,55,0,111,1,0,0,0,0,0,0,7,22,1,147,495,682
10553,29,0,130,7,0,0,0,0,0,0,7,22,2,84,364,2633
10554,34,0,745,33,0,0,0,0,0,0,7,22,3,100,490,563
10555,40,0,150,6,0,0,0,0,0,0,7,22,3,118,715,1097
10556,56,0,444,6,0,0,0,0,0,0,7,22,3,477,867,3176
10557,46,0,111,1,0,5,0,0,0,0,7,22,3,134,442,1174
10558,40,0,111,6,0,0,0,0,0,0,7,22,3,315,607,823
10559,55,0,411,6,0,0,0,0,0,0,7,22,4,54,499,1131
10560,44,0,111,1,0,2,0,0,0,0,7,22,4,102,334,3870
10561,44,0,111,1,0,2,0,0,0,0,7,22,5,176,551,5909
10562,44,1,111,1,0,1,0,0,0,0,7,22,5,0,518,5858
10563,9,0,444,7,0,0,0,0,0,0,7,22,5,163,744,5434
10564,44,0,111,1,0,2,0,0,1,0,7,22,7,162,397,6339
10565,55,0,411,7,0,0,0,0,0,0,7,22,7,51,292,587
10566,59,0,745,12,0,0,0,0,0,0,7,22,8,15,292,2904
10567,35,0,130,1,0,0,0,0,0,0,7,22,8,78,313,1316
10568,34,0,745,22,0,0,0,0,0,0,7,22,8,73,513,868
10569,44,0,111,1,0,3,0,0,0,0,7,22,9,115,730,2502
10570,54,0,111,0,0,1,0,0,0,0,7,22,10,121,333,754
10571,60,0,400,17,0,0,0,0,0,0,7,22,11,153,442,674
10572,39,0,151,13,0,0,0,0,0,0,7,22,11,45,329,1093
10573,55,0,471,70,0,0,0,0,0,0,7,22,11,141,538,719
10574,48,0,111,1,0,0,0,0,0,0,7,22,12,53,453,907
10575,56,0,130,40,0,0,0,0,0,0,7,22,12,73,455,3165
10576,56,1,130,40,0,0,0,0,0,0,7,22,12,0,73,3114
10577,55,0,111,15,0,0,0,0,0,0,7,22,13,152,405,753
10578,1,0,651,67,0,0,0,0,0,0,7,22,13,178,383,390
10579,59,0,111,27,0,1,0,0,0,0,7,22,13,76,412,2898
10580,60,0,111,9,0,0,0,0,0,0,7,22,14,65,0,208
10581,39,0,130,6,0,0,0,0,0,0,7,22,15,106,329,917
10582,40,0,745,0,0,0,0,0,0,0,7,22,16,70,517,523
10583,27,0,745,17,0,0,0,0,0,0,7,22,16,130,329,344
10584,9,0,445,96,0,0,0,0,0,0,7,22,16,51,312,986
10585,55,0,411,3,0,0,0,0,0,0,7,22,16,13,371,2161
10586,54,0,745,1,0,0,0,0,0,0,7,22,17,118,418,520
10587,17,0,111,1,0,0,0,0,0,0,7,22,18,33,350,10557
10588,40,0,111,1,0,2,0,0,0,0,7,22,21,84,94,108
10589,1,0,151,3,0,0,0,0,0,0,7,22,21,7,9,31
10590,55,0,745,9,0,0,0,0,0,0,7,22,21,7,10,30
10591,0,0,151,13,0,0,0,0,0,0,7,22,21,4,7,37
10592,56,0,130,30,0,0,0,0,0,0,7,22,21,4,7,23
10593,39,0,745,9,0,0,0,0,0,0,7,22,21,8,14,35
10594,46,0,111,1,0,1,0,0,0,0,7,22,21,8,11,31
10595,17,0,111,0,0,0,0,0,0,0,7,22,21,8,10,29
10596,41,0,111,1,0,4,0,0,0,0,7,22,21,63,79,1254
10597,59,0,745,1,0,0,0,0,0,0,7,22,21,8,11,157
10598,52,0,444,6,0,0,0,0,0,0,7,22,21,24,430,718
10599,42,0,111,9,0,0,0,0,0,0,7,22,22,128,369,6359
10600,50,0,444,6,0,0,0,0,0,0,7,22,22,150,435,3697
10601,52,0,143,1,0,0,0,0,0,0,7,22,22,18,420,671
10602,52,0,745,9,0,0,0,0,0,0,7,22,22,111,514,518
10603,60,0,111,1,0,2,0,0,0,0,7,22,22,68,250,4406
10604,41,0,745,33,0,0,0,0,0,0,7,22,23,146,391,738
10605,56,0,651,9,0,0,0,0,0,0,7,22,23,204,766,848
10606,17,0,745,9,0,0,0,0,0,0,7,22,23,125,1222,1227
10607,59,0,444,9,0,0,0,0,0,0,7,22,23,246,527,1585
10608,32,0,745,9,0,0,0,0,0,0,7,22,23,208,612,1183
10609,52,0,130,35,0,0,0,0,0,0,7,22,23,110,446,2600
10610,41,0,111,9,0,0,0,0,0,0,7,22,23,146,338,8948
10611,34,0,0,9,0,0,0,0,0,0,7,23,0,109,339,6213
10612,32,0,700,120,0,0,0,0,0,0,7,23,1,103,611,9324
10613,60,0,111,27,0,2,0,0,0,0,7,23,1,167,487,2386
10614,33,1,111,1,0,4,0,0,0,0,7,23,2,0,330,6875
10615,34,0,130,6,0,0,0,0,0,0,7,23,3,71,320,1014
10616,60,0,710,1,0,0,0,0,0,0,7,23,4,68,378,497
10617,56,0,111,9,0,0,0,0,0,0,7,23,4,100,443,5709
10618,40,0,130,9,0,0,0,0,0,0,7,23,5,68,462,1271
10619,55,0,745,1,0,0,0,0,0,0,7,23,7,42,404,1045
10620,30,0,745,9,0,0,0,0,0,0,7,23,7,60,634,790
10621,57,0,745,22,0,0,0,0,0,0,7,23,8,87,267,1781
10622,54,0,730,36,0,0,0,0,0,0,7,23,8,92,365,874
10623,44,0,111,1,0,2,0,0,1,0,7,23,8,113,249,4130
10624,54,0,745,1,0,0,0,0,0,0,7,23,9,62,557,685
10625,55,0,700,6,0,0,0,0,0,0,7,23,9,118,401,475
10626,1,0,111,9,0,0,0,0,0,0,7,23,9,107,721,727
10627,32,0,130,7,0,0,0,0,0,0,7,23,10,34,494,2074
10628,17,0,700,0,0,0,0,0,0,0,7,23,11,154,425,616
10629,60,0,444,1,0,0,0,0,0,0,7,23,13,59,387,1847
10630,57,0,0,9,0,0,0,0,0,0,7,23,13,47,281,2936
10631,44,0,130,5,0,0,0,0,0,0,7,23,14,39,341,1361
